,Town,Region,Country,Town Code,Website,Phone,Postal Code,Mayor,Population,Area,Altitude,LAT,LONG,URL,Inhabitants/Km2
406,Briceño,Antioquia,Colombia,05107,http://www.briceno-antioquia.gov.co,+5748570051,52067,Jose Danilo Agudelo Torres ,7953,406.0,1033,7.1,-75.55,https://www.municipio.com.co/municipio-briceno-ant.html,19.6
407,Montebello,Antioquia,Colombia,05467,http://www.montebello-antioquia.gov.co,+5748480564,55047,Ferdinando Muñoz Alvarez,7389,84.0,1815,5.91675,-75.4998,https://www.municipio.com.co/municipio-montebello.html,88.0
408,San Francisco,Antioquia,Colombia,05652,http://www.sanfrancisco.gov.co,+5748323030,54818,Carlos Mario Nava Villegas,6273,368.0,1338,5.967,-75.1,https://www.municipio.com.co/municipio-san-francisco-ant.html,17.0
409,Yalí,Antioquia,Colombia,05885,http://www.yali-antioquia.gov.co,+5748675653,53017,Raul Hernando Roldan Perez,6273,483.0,1217,6.683,-74.85,https://www.municipio.com.co/municipio-yali.html,13.0
410,Valparaíso,Antioquia,Colombia,05856,http://www.valparaiso-antioquia.gov.co,+5748492109,56030,Jaime Alberto Rincón Galvis,6281,132.0,1328,5.617,-75.633,https://www.municipio.com.co/municipio-valparaiso-ant.html,47.6
411,Buriticá,Antioquia,Colombia,05113,http://www.buritica.gov.co,+5748527015,57038,Humberto Antonio Castaño Usuga,6472,368.0,1925,6.717,-75.917,https://www.municipio.com.co/municipio-buritica.html,17.6
412,Belmira,Antioquia,Colombia,05086,http://belmira-antioquia.gov.co,+5748674051,51420,Jorge Ignacio Londoño Londoño,6196,279.0,2578,6.6,-75.667,https://www.municipio.com.co/municipio-belmira.html,22.2
413,Heliconia,Antioquia,Colombia,05347,http://www.heliconia-antioquia.gov.co,+5748549635,55820,JOHN FREDY ORTIZ TABARES,6567,118.0,1459,6.2,-75.733,https://www.municipio.com.co/municipio-heliconia.html,55.7
414,Guadalupe,Antioquia,Colombia,05315,http://guadalupe-antioquia.gov.co,+5748616440,51827,Cesar Augusto Agudelo,6191,88.0,1850,6.817,-75.233,https://www.municipio.com.co/municipio-guadalupe-ant.html,70.4
415,Caramanta,Antioquia,Colombia,05145,http://www.caramanta-antioquia.gov.co,+5748553300,56047,Julian Andres Granada Restrepo,5378,87.0,1813,5.617,-75.85,https://www.municipio.com.co/municipio-caramanta.html,61.8
416,Carolina del Príncipe,Antioquia,Colombia,05150000,http://www.carolinadelprincipe-antioquia.gov.co,+5748634033,N/A,Juan José Vásquez C.,3929,168.0,1836,6.7,-75.283,https://www.municipio.com.co/municipio-carolina-del-principe.html,23.4
417,Puerto Boyacá,Boyacá,Colombia,15572,http://puertoboyaca-boyaca.gov.co,+5787383300,155207,Jicly Mutiz Isaza,49912,1472.0,129,5.967,-74.583,https://www.municipio.com.co/municipio-puerto-boyaca.html,33.9
418,Alejandría,Antioquia,Colombia,05021,http://www.alejandria-antioquia.gov.co,+5748660102,53827,Luis Fernando Lopez Perez,3730,151.0,1650,6.367,-75.133,https://www.municipio.com.co/municipio-alejandria.html,24.7
419,Murindó,Antioquia,Colombia,05475,http://murindo-antioquia.gov.co,+5748575015,56810,Nafel Palacios Lozano,3499,1365.0,23,6.983,-76.75,https://www.municipio.com.co/municipio-murindo.html,2.6
420,Vigía del Fuerte,Antioquia,Colombia,05873,http://www.vigiadelfuerte-antioquia.gov.co,+5748678080,56827,Miriam Serna,5320,1801.0,25,6.58975,-76.8848,https://www.municipio.com.co/municipio-vigia-del-fuerte.html,3.0
421,Garagoa,Boyacá,Colombia,15299,http://garagoa-boyaca.gov.co,+5787500030,152860,Fabio Arevalo,16195,210.0,1648,5.067,-73.367,https://www.municipio.com.co/municipio-garagoa.html,77.1
422,Nobsa,Boyacá,Colombia,15491,http://www.nobsa-boyaca.gov.co,+5787773126,152280,Alfredo Hernando Niño Sierra,14969,53.0,2500,5.77177,-72.9405,https://www.municipio.com.co/municipio-nobsa.html,282.4
423,Hispania,Antioquia,Colombia,05353,http://hispania-antioquia.gov.co,+5748432887,56450,Jorge Alberto Vanegas Diaz,4801,59.0,934,5.8,-75.9,https://www.municipio.com.co/municipio-hispania.html,81.4
424,Concepción,Antioquia,Colombia,05206,http://concepcion-antioquia.gov.co,+5748567083,53817,Henry Alberto Puerta Franco ,4410,169.0,1939,6.383,-75.25,https://www.municipio.com.co/municipio-concepcion-ant.html,26.1
425,Cómbita,Boyacá,Colombia,15204,http://www.combita-boyaca.gov.co,+5787310010,150208,Oscarleonardo Avila Romero,12752,149.0,2811,5.63546,-73.3238,https://www.municipio.com.co/municipio-combita.html,85.6
426,Aquitania,Boyacá,Colombia,15047,http://aquitania-boyaca.gov.co,+5787794118,152420,Felipe Absalon Cardozo Montaña,16087,876.0,3042,5.517,-72.883,https://www.municipio.com.co/municipio-aquitania.html,18.4
427,Sogamoso,Boyacá,Colombia,15759,http://sogamoso-boyaca.gov.co,+5787706668,152219,Rigoberto Alfonso Perez,114486,214.0,2579,5.717,-72.917,https://www.municipio.com.co/municipio-sogamoso.html,535.0
428,Chiquinquirá,Boyacá,Colombia,15176,http://www.chiquinquira-boyaca.gov.co,+5787262535,154648,Cesar Augusto Carrillo Ortegon,54949,171.0,2539,5.617,-73.8,https://www.municipio.com.co/municipio-chiquinquira.html,321.3
429,Abriaquí,Antioquia,Colombia,05004,http://www.abriaqui-antioquia.gov.co,+5748520086,+57,"Héctor William Urrego Quirós
",2173,293.0,2062,6.633,-76.05,https://www.municipio.com.co/municipio-abriaqui.html,7.4
430,Tunja,Boyacá,Colombia,15001,http://www.tunja-boyaca.gov.co,+5787422953,150001,PCC,180568,118.0,2804,5.533,-73.367,https://www.municipio.com.co/municipio-tunja.html,1530.2
431,Tibasosa,Boyacá,Colombia,15806,http://www.tibasosa-boyaca.gov.co,+5787793009,152260,Gloria Palacios,12463,95.0,2528,5.74615,-73.0011,https://www.municipio.com.co/municipio-tibasosa.html,131.2
432,Duitama,Boyacá,Colombia,15238,http://www.duitama-boyaca.gov.co,+5787603581,150477,Alfonso Miguel Silva Pesca ,105407,229.0,2493,5.817,-73.033,https://www.municipio.com.co/municipio-duitama.html,460.3
433,Caracolí,Antioquia,Colombia,05142,http://www.caracoli-antioquia.gov.co,+5748336025,53450,Luis Emilio Giraldo Velasquez,4747,263.0,752,6.4,-74.767,https://www.municipio.com.co/municipio-caracoli.html,18.0
434,Olaya,Antioquia,Colombia,05501,http://www.olaya-antioquia.gov.co,+5748550221,51457,Juan De Dios Pineda Bedoya,2906,91.0,464,6.617,-75.817,https://www.municipio.com.co/municipio-olaya.html,31.9
435,Armenia,Antioquia,Colombia,05059,http://www.armenia-antioquia.gov.co,+5748559015,55860,Luis  Norbey  Acevedo  Sanchez,5096,111.0,1621,6.15,-75.783,https://www.municipio.com.co/municipio-armenia-ant.html,45.9
436,Samacá,Boyacá,Colombia,15646,http://www.samaca-boyaca.gov.co,+5787372890,153660,Luis Alberto Aponte Gomez,17352,150.0,2604,5.5,-73.483,https://www.municipio.com.co/municipio-samaca.html,115.7
437,Ventaquemada,Boyacá,Colombia,15861,http://www.ventaquemada-boyaca.gov.co,+5787366001,153640,NELSON BOHORQUEZ OTALORA,14166,151.0,3033,5.417,-73.5,https://www.municipio.com.co/municipio-ventaquemada.html,93.8
438,Toledo,Antioquia,Colombia,05819,http://www.toledo-antioquia.gov.co,+5748619020,52057,Jhonny Alberto Marin Muñeton,5129,141.0,1656,7.017,-75.7,https://www.municipio.com.co/municipio-toledo-ant.html,36.4
439,Giraldo,Antioquia,Colombia,05306,http://giraldo-antioquia.gov.co,+5748571106,57047,Jorge Alcónides Úsuga Carmona,4146,97.0,2654,6.667,-75.983,https://www.municipio.com.co/municipio-giraldo.html,42.7
440,Paipa,Boyacá,Colombia,15516,http://www.paipa-boyaca.gov.co,+5787850153,150449,Yamit Noe Hurtado Neira,27274,395.0,2502,5.77894,-73.1185,https://www.municipio.com.co/municipio-paipa.html,69.0
441,San Andrés de Cuerquia,Antioquia,Colombia,05647,http://www.sanandresdecuerquia-antioquia.gov.co,+5748618206,52040,Ana Carolina Carvajal Arroyave,4629,179.0,1778,6.917,-75.667,https://www.municipio.com.co/municipio-san-andres-de-cuerquia-ant.html,25.9
442,Moniquirá,Boyacá,Colombia,15469,http://www.moniquira-boyaca.gov.co,+5787282654,154260,Ancisar Parra  Avila,21377,220.0,1718,5.867,-73.567,https://www.municipio.com.co/municipio-moniquira.html,97.2
443,Saboyá,Boyacá,Colombia,15632,http://www.saboya-boyaca.gov.co,+5787255145,154607,Zamir Sotelo Monroy,12611,251.0,2625,5.7,-73.767,https://www.municipio.com.co/municipio-saboya.html,50.2
444,Santa Rosa de Viterbo,Boyacá,Colombia,15693,http://santarosadeviterbo-boyaca.gov.co,+5787860031,150480,Wilson Ricardo Baez Solano,11821,107.0,2766,5.883,-72.983,https://www.municipio.com.co/municipio-santa-rosa-de-viterbo.html,110.5
445,Ráquira,Boyacá,Colombia,15600,http://www.raquira-boyaca.gov.co,+5787357174,153808,Néstor Alonso Castillo Buitrago,12299,233.0,2165,5.533,-73.633,https://www.municipio.com.co/municipio-raquira.html,52.8
446,San José de la Montaña,Antioquia,Colombia,05658,http://sanjosedelamontana-antioquia.gov.co,+5748622904,51410,Edison Mauricio Correa,3077,173.0,2580,6.85,-75.683,https://www.municipio.com.co/municipio-san-jose-de-la-montana.html,17.8
447,Chita,Boyacá,Colombia,15183,http://www.chita-boyaca.gov.co,+5787892158,151607,Yamit Ariel Avila Niño,10405,614.0,2981,6.183,-72.467,https://www.municipio.com.co/municipio-chita.html,16.9
448,Otanche,Boyacá,Colombia,15507,http://www.otanche-boyaca.gov.co,+5787259750,155068,Salomon Diaz Gutierrez,10244,501.0,1126,5.75,-74.25,https://www.municipio.com.co/municipio-otanche.html,20.4
449,Guateque,Boyacá,Colombia,15322,http://www.guateque-boyaca.gov.co,+5787540733,153050,Camilo Camero,9921,37.0,1650,5,-73.467,https://www.municipio.com.co/municipio-guateque.html,268.1
450,Pauna,Boyacá,Colombia,15531,http://www.pauna-boyaca.gov.co,+5787253252,154807,Eulices Augusto Caro Caro,10155,260.0,885,5.667,-73.983,https://www.municipio.com.co/municipio-pauna.html,39.1
451,Úmbita,Boyacá,Colombia,15842,http://www.umbita-boyaca.gov.co,+5787404555,153247,Elis Alexander Moleno Salamanca,9888,130.0,2570,5.217,-73.467,https://www.municipio.com.co/municipio-umbita.html,76.1
452,Muzo,Boyacá,Colombia,15480,http://www.muzo-boyaca.gov.co,+5787256057,154880,Neicer Susa Sotelo,9834,136.0,843,5.517,-74.117,https://www.municipio.com.co/municipio-muzo.html,72.3
453,San Pablo de Borbur,Boyacá,Colombia,15681,http://sanpablodeborbur-boyaca.gov.co,+5787258108,155040,Libia Mariela Lancheros Durán,9867,165.0,815,5.75,-74.083,https://www.municipio.com.co/municipio-san-pablo-de-borbur.html,59.8
454,Ramiriquí,Boyacá,Colombia,15599,http://www.ramiriqui-boyaca.gov.co,+5787327538,153401,Omar Junco Espinosa,9700,139.0,2183,5.417,-73.333,https://www.municipio.com.co/municipio-ramiriqui.html,69.8
455,Socotá,Boyacá,Colombia,15755,http://www.socota-boyaca.gov.co,+5787820118,151620,Dairo Ruben Herrera Perez,9812,617.0,2388,6.05,-72.633,https://www.municipio.com.co/municipio-socota.html,15.9
456,Tibaná,Boyacá,Colombia,15804,http://tibana-boyaca.gov.co,+5787338070,153267,Luis Alejandro Millan Diaz ,9464,133.0,2085,5.31558,-73.3945,https://www.municipio.com.co/municipio-tibana.html,71.2
457,Cubará,Boyacá,Colombia,15223,http://www.cubara-boyaca.gov.co,+5778838050,151420,Fredy Eduardo Martinez Valderrama,6462,1166.0,299,7.033,-72.067,https://www.municipio.com.co/municipio-cubara.html,5.5
458,Villa de Leyva,Boyacá,Colombia,15407,http://www.villadeleyva-boyaca.gov.co,+5787320830,154007,Germán Vicente Sánchez Pereira,9645,121.0,2118,5.633,-73.533,https://www.municipio.com.co/municipio-villa-de-leyva.html,79.7
459,Firavitoba,Boyacá,Colombia,15272,http://www.firavitoba-boyaca.gov.co,+5787770152,152257,EMILIANO ALFONSO CHAPARRO,6177,108.0,2500,5.66877,-72.994,https://www.municipio.com.co/municipio-firavitoba.html,57.2
460,San Luis de Gaceno,Boyacá,Colombia,15667,http://www.sanluisdegaceno-boyaca.gov.co,+5786248005,152801,Germán Olimpo Franco Buitrago,6158,247.0,388,4.82016,-73.1684,https://www.municipio.com.co/municipio-san-luis-de-gaceno.html,24.9
461,Guayatá,Boyacá,Colombia,15325,http://www.guayata-boyaca.gov.co,+5787535030,153040,Benjamin Edilson Piñeros Alfonso,6018,81.0,1585,4.95,-73.483,https://www.municipio.com.co/municipio-guayata.html,74.3
462,Nuevo Colón,Boyacá,Colombia,15494,http://www.nuevocolon-boyaca.gov.co,+5787353035,153627,Heriberto Suarez Muñoz,5962,50.0,2333,5.35,-73.45,https://www.municipio.com.co/municipio-nuevo-colon.html,119.2
463,Motavita,Boyacá,Colombia,15476,http://www.motavita-boyaca.gov.co,+5787404283,154087,Heli Quintero Suarez,5926,61.0,2908,5.583,-73.367,https://www.municipio.com.co/municipio-motavita.html,97.1
464,Güicán,Boyacá,Colombia,15332,http://guican-boyaca.gov.co,+5787897293,151440,Jhon Jaiver Blanco Lopez,5920,917.0,2880,6.46201,-72.4114,https://www.municipio.com.co/municipio-guican.html,6.5
465,El Cocuy,Boyacá,Colombia,15244,http://www.elcocuy-boyaca.gov.co,+5787890024,151280,Alirio Antonio Puentes,5383,191.0,3120,6.4,-72.433,https://www.municipio.com.co/municipio-el-cocuy.html,28.2
466,Chíquiza,Boyacá,Colombia,15232,http://www.chiquiza-boyaca.gov.co,+5787401385,154027,Ramiro Alexander Suarez Lopez,5916,117.0,2718,5.6,-73.483,https://www.municipio.com.co/municipio-chiquiza.html,50.6
467,Soracá,Boyacá,Colombia,15764,http://www.soraca-boyaca.gov.co,+5787404270,153480,Clementina Guayacan Guevara,5805,57.0,2930,5.5,-73.317,https://www.municipio.com.co/municipio-soraca.html,101.8
468,Iza,Boyacá,Colombia,15362,http://www.chiquiza-boyaca.gov.co,+5787401385,152247,Diego Armando Lopez Wanumen,5916,117.0,2560,5.6,-72.983,https://www.municipio.com.co/municipio-iza.html,50.6
469,Buenavista,Boyacá,Colombia,15109,http://www.buenavista-boyaca.gov.co,+5788024510,154848,Carlos Augusto Salinas Medina,5759,111.0,1967,5.51655,-73.9665,https://www.municipio.com.co/municipio-buenavista-boy.html,51.9
470,Sutamarchán,Boyacá,Colombia,15776,http://www.sutamarchan-boyaca.gov.co,+5787251110,153860,Wilmer Yair Castellanos Hernandez,5624,103.0,2371,5.65092,-73.6201,https://www.municipio.com.co/municipio-sutamarchan.html,54.6
471,San José de Pare,Boyacá,Colombia,15664,http://www.sanjosedepare-boyaca.gov.co,+5787297204,154467,Pedro Adolfo Barreto Abaunza,5586,77.0,1525,6.01748,-73.5476,https://www.municipio.com.co/municipio-san-jose-de-pare.html,72.5
472,Tota,Boyacá,Colombia,15822,http://www.tota-boyaca.gov.co,+5787700945,152440,Edgar Antonio Moreno Chaparro,5531,216.0,2864,5.567,-72.983,https://www.municipio.com.co/municipio-tota.html,25.6
473,Toca,Boyacá,Colombia,15814,http://www.toca-boyaca.gov.co,+5787368223,150268,Isaias Neira Rios,8749,168.0,2700,5.567,-73.2,https://www.municipio.com.co/municipio-toca.html,52.1
474,Labranzagrande,Boyacá,Colombia,15377,http://labranzagrande-boyaca.gov.co,+5786359576,151847,Segundo Jacinto Perez Archila,5231,686.0,1202,5.567,-72.567,https://www.municipio.com.co/municipio-labranzagrande.html,7.6
475,Pesca,Boyacá,Colombia,15542,http://www.pesca-boyaca.gov.co,+5787784163,152460,Alejandro Tambo,9322,247.0,2651,5.55619,-73.0512,https://www.municipio.com.co/municipio-pesca.html,37.7
476,Chiscas,Boyacá,Colombia,15180,http://www.chiscas-boyaca.gov.co,+5787888226,151401,Javier Orlando Suescun Cardenas,5175,664.0,2357,6.55411,-72.5016,https://www.municipio.com.co/municipio-chiscas.html,7.8
477,Belén,Boyacá,Colombia,15087,http://belen-boyaca.gov.co,+5787870020,150647,Alberto Rincon Guzman,8471,143.0,2641,5.98957,-72.9134,https://www.municipio.com.co/municipio-belen-boy.html,59.2
478,Santana,Boyacá,Colombia,15686,http://www.santana-boyaca.gov.co,+5787289745,154440,Raúl Fernando Moreno Walteros,7680,73.0,1639,6.05,-73.483,https://www.municipio.com.co/municipio-santana.html,105.2
479,Soatá,Boyacá,Colombia,15753,http://www.soata-boyaca.gov.co,+5787880213,151001,Liseeth Carolina Torres Manchego,8730,111.0,1977,6.33372,-72.683,https://www.municipio.com.co/municipio-soata.html,78.6
480,Siachoque,Boyacá,Colombia,15740,http://www.siachoque-boyaca.gov.co,+5787424513,153467,Plinio Hernandez Gamba,7630,167.0,3004,5.5,-73.233,https://www.municipio.com.co/municipio-siachoque.html,45.7
481,Turmequé,Boyacá,Colombia,15835,http://www.turmeque-boyaca.gov.co,+5787326380,153630,Pedro Antonio Murillo Moreno,7347,80.0,2389,5.32233,-73.4891,https://www.municipio.com.co/municipio-turmeque.html,91.8
482,Togüí,Boyacá,Colombia,15816,http://togui-boyaca.gov.co,+5787292116,154401,Germán Augusto Sánchez Sánchez,5099,113.0,1823,5.933,-73.5,https://www.municipio.com.co/municipio-togui.html,45.1
483,Arcabuco,Boyacá,Colombia,15051,http://www.arcabuco-boyaca.gov.co,+5787360012,154207,Victor Hugo Silva Motta,5090,137.0,2632,5.75,-73.433,https://www.municipio.com.co/municipio-arcabuco.html,37.2
484,Tuta,Boyacá,Colombia,15837,http://www.tuta-boyaca.gov.co,+5787351011,150407,Elkin Alejandro Rincon Salamanca,8823,165.0,2572,5.69012,-73.2263,https://www.municipio.com.co/municipio-tuta.html,53.5
485,Jenesano,Boyacá,Colombia,15367,http://www.jenesano-boyaca.gov.co,+5787363258,153601,Nubia Jacqueline Caro Pérez,7287,53.0,2097,5.383,-73.367,https://www.municipio.com.co/municipio-jenesano.html,137.5
486,Sotaquirá,Boyacá,Colombia,15763,http://www.sotaquira-boyaca.gov.co,+5787873020,150428,Henry Santiago Suta Toca,8303,286.0,2681,5.767,-73.25,https://www.municipio.com.co/municipio-sotaquira.html,29.0
487,Tasco,Boyacá,Colombia,15790,http://www.tasco-boyaca.gov.co,+5787879090,151667,Nelson Javir Garcia Castellanos,6707,210.0,2542,5.90976,-72.781,https://www.municipio.com.co/municipio-tasco.html,31.9
488,Chivatá,Boyacá,Colombia,15187,http://chivata-boyaca.gov.co,+5787425859,150240,David Jacinto Montero Cruz,4977,51.0,2924,5.5579,-73.2824,https://www.municipio.com.co/municipio-chivata.html,97.6
489,Maripí,Boyacá,Colombia,15442,http://www.maripi-boyaca.gov.co,+5787265121,154828,Eduar Alexis Triana Rincon,7680,112.0,1250,5.54893,-74.0058,https://www.municipio.com.co/municipio-maripi.html,68.6
490,Boyacá,Boyacá,Colombia,15104,http://www.boyaca-boyaca.gov.co,+5787375113,153610,Julio Cesar Neira Castro ,4947,48.0,2400,5.45444,-73.3617,https://www.municipio.com.co/municipio-boyaca.html,103.1
491,Mongua,Boyacá,Colombia,15464,http://www.mongua-boyaca.gov.co/presentacion.shtml,+5787772116,152007,Reyes Bernardo Perez Alvarez,5080,354.0,3000,5.75,-72.8,https://www.municipio.com.co/municipio-mongua.html,14.4
492,Boavita,Boyacá,Colombia,15097,http://www.boavita-boyaca.gov.co,+578788529567,151060,Fabio Figueroa Jimenez,6467,146.0,2352,6.317,-72.583,https://www.municipio.com.co/municipio-boavita.html,44.3
493,Paz del Río,Boyacá,Colombia,15537000,http://www.pazderio-boyaca.gov.co,+5787865133,N/A,Justo Pastor Goyeneche Herrera,5083,117.0,2224,5.983,-72.75,https://www.municipio.com.co/municipio-paz-de-rio.html,43.4
494,Ciénega,Boyacá,Colombia,15189,http://www.cienega-boyaca.gov.co,+5787427573,153447,Luis Carlos Cruz Lopez ,5096,55.0,2399,5.4,-73.3,https://www.municipio.com.co/municipio-cienega.html,92.7
495,Socha,Boyacá,Colombia,15757,http://www.socha-boyaca.gov.co,+5787874040,151640,Luis Jaime Agudelo Cristancho,7364,163.0,2647,5.99853,-72.6908,https://www.municipio.com.co/municipio-socha.html,45.2
496,Chitaraque,Boyacá,Colombia,15185,http://www.chitaraque-boyaca.gov.co,+5787290631,154420,FABIAN ARMANDO SILVA SANCHEZ,6500,155.0,1678,6.00092,-73.4407,https://www.municipio.com.co/municipio-chitaraque.html,41.9
497,Monguí,Boyacá,Colombia,15466,http://www.mongui-boyaca.gov.co,+5787782050,152201,Henry Argüello Rincon,4901,70.0,2999,5.75,-72.8,https://www.municipio.com.co/municipio-mongui.html,70.0
